"seed_ID","study_ID","year","long_cite","Study_type_.OR.R.","FYI...inclusion.notes","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","lang_used","infant_type","mean_age","stimulus_type_.M.A.","coding_type_.A.L.H.R.","p_ex","p_inc","p_t","p_ratio","data_approximated_.Y.N.","notes","ES_measure","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SE_1","SD_2","SE_2","t","binomial_two.tailed_test","F","reported_d","excel_calculated_d","diff_means"
"speechWSeg","speech/9 - WSeg",2014,"Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The Edge Factor in Early Word Segmentation: Utterance-Level Prosody Enables Word Form Extraction by 6-Month-Olds. Plos One, 9(1), e83546. http://doi.org/10.1371/journal.pone.0083546 ","R","","Y",NA,"2","edge initial","","behavior","familiarization","HPP","listening_time","within_two","Ca Eng","Ca Eng IDS","typical",186,"A","L",13,40,53,0.7547169811,"Y","monosyl","sd_mean_diff","familiar words","unfamiliar words",40,NA,NA,NA,7.1,7.9,2.7,NA,2.9,NA,NA,NA,NA,NA,-0.304609983,-0.8
"speechWSeg","speech/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",251.52,"A","L",6,24,30,0.8,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,9.33,8.1,3.06,NA,2.65,NA,NA,NA,5.82,NA,0.4174688636,1.23
"speechWSeg","speech/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",261.52,"A","L",3,24,27,0.8888888889,"N","syll at end of word","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,8.2,8.06,2.12,NA,2.12,NA,NA,NA,0.1,NA,0.06897416557,0.14
"speechWSeg","speech/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"5","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Ca French IDS","typical",260.52,"A","L",3,24,27,0.8888888889,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,7.54,7.53,2.23,NA,2.93,NA,NA,NA,0.001,NA,0.004762989429,0.01
"speechWSeg","speech/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"6","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Ca French IDS","typical",269.52,"A","L",3,16,19,0.8421052632,"N","di-syll ; 15 s longer familiarization time","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,7.7,6.73,2.11,NA,2.32,NA,NA,NA,NA,NA,0.4951658931,0.97
"speechWSeg","speech/14 - WSeg",2015,"Nishibayashi, L.-L., Goyet, L., & Nazzi, T. (2015). Early Speech Segmentation in French-learning Infants: Monosyllabic Words versus Embedded Syllables. Language and Speech, 58(3), 334–350. http://doi.org/10.1177/0023830914551375","R","French ; speech > word : xp1 monosyl ; xp 2 and xp 3 recognition of syllable contained in bisyl in familiariazation ; xp 4 bisyl","Y",NA,"1","6 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",192.64,"A","L",9,40,49,0.8163265306,"Y","monosyll","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,8.1,6.92,2.728002933,0.61,2.280789337,0.51,NA,NA,NA,NA,0.4521836225,1.18
"speechWSeg","speech/14 - WSeg",2015,"Nishibayashi, L.-L., Goyet, L., & Nazzi, T. (2015). Early Speech Segmentation in French-learning Infants: Monosyllabic Words versus Embedded Syllables. Language and Speech, 58(3), 334–350. http://doi.org/10.1177/0023830914551375","R","","Y",NA,"1","8 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",253.52,"A","L",9,40,49,0.8163265306,"Y","monosyll","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,7.58,6.29,1.744133022,0.39,1.341640786,0.3,NA,NA,NA,NA,0.7709362199,1.29
"speechWSeg","speech/14 - WSeg",2015,"Nishibayashi, L.-L., Goyet, L., & Nazzi, T. (2015). Early Speech Segmentation in French-learning Infants: Monosyllabic Words versus Embedded Syllables. Language and Speech, 58(3), 334–350. http://doi.org/10.1177/0023830914551375","R","","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",197.64,"A","L",3,20,23,0.8695652174,"N","syll within word","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,5.17,5.25,1.41,NA,1.25,NA,0.101,NA,NA,NA,-0.05945417087,-0.08
"speechWSeg","speech/14 - WSeg",2015,"Nishibayashi, L.-L., Goyet, L., & Nazzi, T. (2015). Early Speech Segmentation in French-learning Infants: Monosyllabic Words versus Embedded Syllables. Language and Speech, 58(3), 334–350. http://doi.org/10.1177/0023830914551375","R","","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",194.64,"A","L",7,20,27,0.7407407407,"N","syll within word ; 15s longer habituation","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,6.97,5.83,1.93,NA,1.75,NA,9.98,NA,NA,0.619,0.6195716225,1.14
"speechWSeg","speech/14 - WSeg",2015,"Nishibayashi, L.-L., Goyet, L., & Nazzi, T. (2015). Early Speech Segmentation in French-learning Infants: Monosyllabic Words versus Embedded Syllables. Language and Speech, 58(3), 334–350. http://doi.org/10.1177/0023830914551375","R","","Y",NA,"4","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",190.64,"A","L",3,20,23,0.8695652174,"N","di-syll ; 15 s longer familiarization time","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,7.06,7.51,1.44,NA,1.93,-1.24,NA,NA,NA,NA,-0.3369416134,-0.45
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","not xp 1, not xp 2 (different speakers between fam / test) ; speech > word monosyl UK Eng xp 3, 4, 5 ;  ; ","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Plymouth)","Plymouth IDS","typical",304.4,"A","L",8,7,15,0.4666666667,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",7,NA,NA,NA,8.69,8.47,3.4,NA,4,NA,0.43,NA,NA,NA,0.07968265393,0.22
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"4","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Plymouth)","Plymouth Exagerated IDS","typical",319.62,"A","L",7,9,16,0.5625,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",9,NA,NA,NA,8.32,10.32,3.07,NA,3.72,NA,-4.36,NA,NA,NA,-0.764714144,-2
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"5","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Plymouth)","Plymouth IDS","typical",319.62,"A","L",7,9,16,0.5625,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",9,NA,NA,NA,8.25,8.55,2.42,NA,3.31,NA,-0.5,NA,NA,NA,-0.1502190204,-0.3
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","speech > word YorkEng : xp 9 (mono), xp 10, 11, 12","Y",NA,"9","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","Yorkshire IDS","typical",243.52,"A","H",16,8,24,0.3333333333,"N","mono syll","sd_mean_diff","familiar words","unfamiliar words",8,NA,NA,NA,5.01,5.26,1.49,NA,1.8,NA,0.8,NA,NA,NA,-0.2016137227,-0.25
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"10","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","Yorkshire IDS","typical",243.52,"A","H",5,14,19,0.7368421053,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",14,NA,NA,NA,5.2,4.96,1.59,NA,1.69,NA,0.7,NA,NA,NA,0.1639260789,0.24
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"11","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","Yorkshire IDS","typical",273.96,"A","H",2,14,16,0.875,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",14,NA,NA,NA,6.37,6.01,2.63,NA,3.6,NA,0.6,NA,NA,NA,0.1535447019,0.36
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"12","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","Yorkshire IDS","typical",319.62,"A","H",2,14,16,0.875,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",14,NA,NA,NA,4.83,5.22,2.22,NA,2.02,NA,0.8,NA,NA,NA,-0.188405483,-0.39
"speechWSeg","speech/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","speech > word US Eng bisyl xp 13","Y",NA,"13","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","US IDS","typical",273.96,"A","H",6,10,16,0.625,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",10,NA,NA,NA,5.13,4.93,1.75,NA,2.38,NA,0.3,NA,NA,NA,0.1351533386,0.2
"HTScram","0-HTScram",1975,"Goren, C. C., Sarty, M., & Wu, P. Y. (1975). Visual following and pattern discrimination of face-like stimuli by newborn infants. Pediatrics, 56(4), 544–549.","OR","yes","Y",NA,"1","Scrambled","0HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.00625,"M","L",NA,40,NA,NA,"N","","sd_mean_diff","face","scrambled",40,NA,NA,NA,166.75,141.25,21.2,NA,37.28,NA,NA,NA,NA,NA,1.269522654,25.5
"HTScram","0-HTScram",1975,"Goren, C. C., Sarty, M., & Wu, P. Y. (1975). Visual following and pattern discrimination of face-like stimuli by newborn infants. Pediatrics, 56(4), 544–549.","OR","","Y",NA,"1","Mod scrambled","0HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.00625,"M","L",NA,40,NA,NA,"N","","sd_mean_diff","face","mod scrambled",40,NA,NA,NA,166.75,145.25,21.2,NA,29.2,NA,NA,NA,NA,NA,1.053000949,21.5
"HTScram","0-HTScram",1975,"Goren, C. C., Sarty, M., & Wu, P. Y. (1975). Visual following and pattern discrimination of face-like stimuli by newborn infants. Pediatrics, 56(4), 544–549.","OR","","Y",NA,"1","Blank","0HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.00625,"M","L",NA,40,NA,NA,"N","","sd_mean_diff","face","blank",40,NA,NA,NA,166.75,116.5,21.2,NA,43.91,NA,NA,NA,NA,NA,2.544501796,50.25
"HTScram","4-HTScram",1983,"MAURER, D., & YOUNG, R. (1983). NEWBORNS FOLLOWING OF NATURAL AND DISTORTED ARRANGEMENTS OF FACIAL FEATURES. Infant Behavior & Development, 6(1), 127–131. http://doi.org/10.1016/S0163-6383(83)80018-6","R","1 xp","Y",NA,"1","Mod scrambled","4HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",2.75,"M","L",46,40,86,0.4651162791,"N","no statistics","sd_mean_diff","face","Mod scrambled",40,NA,NA,NA,20.95,20.77,3.64479414640221,NA,4.90246539679237,NA,NA,NA,NA,NA,NA,0.18
"HTScram","4-HTScram",1983,"MAURER, D., & YOUNG, R. (1983). NEWBORNS FOLLOWING OF NATURAL AND DISTORTED ARRANGEMENTS OF FACIAL FEATURES. Infant Behavior & Development, 6(1), 127–131. http://doi.org/10.1016/S0163-6383(83)80018-7","R","","Y",NA,"1","scrambled","4HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",2.75,"M","L",46,40,86,0.4651162791,"N","no statistics","sd_mean_diff","face","scrambled",40,NA,NA,NA,20.95,23.65,3.64479414640221,NA,5.58224875465284,NA,NA,NA,NA,NA,NA,-2.7
"HTScram","4-HTScram",1983,"MAURER, D., & YOUNG, R. (1983). NEWBORNS FOLLOWING OF NATURAL AND DISTORTED ARRANGEMENTS OF FACIAL FEATURES. Infant Behavior & Development, 6(1), 127–131. http://doi.org/10.1016/S0163-6383(83)80018-8","R","","Y",NA,"1","blank","4HTS","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",2.75,"M","L",46,40,86,0.4651162791,"N","no statistics","sd_mean_diff","face","blank",40,NA,NA,NA,20.95,14.89,3.64479414640221,NA,3.5145743744939,NA,NA,NA,NA,NA,NA,6.06
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-6","R","xp 1 ; xp 2 ; xp 3","Y",NA,"1","scrambled","3HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.025,"M","R",16,24,40,0.6,"Y","F statistic is given for 3 conditions","sd_mean_diff","face","scrambled",24,NA,NA,NA,39.99,31.99,6.95729441119926,NA,7.55078806179046,NA,NA,NA,NA,NA,NA,8
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-7","R","","Y",NA,"1","blank","3HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.025,"M","R",16,24,40,0.6,"Y","F statistic is given for 3 conditions","sd_mean_diff","face","blank",24,NA,NA,NA,39.99,16.1,6.95729441119926,NA,3.80017779915056,NA,NA,NA,NA,NA,NA,23.89
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-8","R","","Y",NA,"2","config ","3HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.029,"M","R",28,43,71,0.6056338028,"Y","no statistics","sd_mean_diff","face","config",43,NA,NA,NA,31.59,28.52,5.4958972355535,NA,6.73174352992385,NA,NA,NA,NA,NA,NA,3.07
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-9","R","","Y",NA,"2","inverted config","3HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.029,"M","R",28,43,71,0.6056338028,"Y","no statistics","sd_mean_diff","face","inverted config",43,NA,NA,NA,31.59,28.69,5.4958972355535,NA,6.77186963090867,NA,NA,NA,NA,NA,NA,2.9
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-10","R","","Y",NA,"2","linear","3HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.029,"M","R",28,43,71,0.6056338028,"Y","no statistics","sd_mean_diff","face","linear",43,NA,NA,NA,31.59,27.43,5.4958972355535,NA,6.47446441184471,NA,NA,NA,NA,NA,NA,4.16
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-11","R","","Y",NA,"3","1 mo config","3HTS3-1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",32.4,"A","R",25,38,63,0.6031746032,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","config",38,NA,NA,NA,66.14,57.33,11.5067629996679,NA,13.53193746741,NA,NA,NA,NA,NA,NA,8.81
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-12","R","","Y",NA,"3","1 mo linear","3HTS3-1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",32.4,"A","R",25,38,63,0.6031746032,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","linear",38,NA,NA,NA,66.14,56.91,11.5067629996679,NA,13.4328023943887,NA,NA,NA,NA,NA,NA,9.23
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-13","R","","Y",NA,"3","1 mo scrambled","3HTS3-1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",32.4,"A","R",25,38,63,0.6031746032,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","scrambled",38,NA,NA,NA,66.14,58.12,11.5067629996679,NA,13.7184058190454,NA,NA,NA,NA,NA,NA,8.02
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-14","R","","Y",NA,"3","3 mo config","3HTS3-3","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",75.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","config",16,NA,NA,NA,60.14,43.36,10.4629078742066,NA,10.2345161100105,NA,NA,NA,NA,NA,NA,16.78
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-15","R","","Y",NA,"3","3 mo linear","3HTS3-3","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",75.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","linear",16,NA,NA,NA,60.14,55.37,10.4629078742066,NA,13.0693071266439,NA,NA,NA,NA,NA,NA,4.77
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-16","R","","Y",NA,"3","3 mo scrambled","3HTS3-3","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",75.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","scrambled",16,NA,NA,NA,60.14,55.47,10.4629078742066,NA,13.0929107154585,NA,NA,NA,NA,NA,NA,4.67
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-17","R","","Y",NA,"3","5 mo config","3HTS3-5","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",131.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","config",16,NA,NA,NA,38.2,35.04,6.64587763210332,NA,8.27069752063575,NA,NA,NA,NA,NA,NA,3.16
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-18","R","","Y",NA,"3","5 mo linear","3HTS3-5","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",131.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","linear",16,NA,NA,NA,38.2,34.28,6.64587763210332,NA,8.09131024564479,NA,NA,NA,NA,NA,NA,3.92
"HTScram","3-HTScram",1991,"JOHNSON, M., DZIURAWIEC, S., ELLIS, H., & MORTON, J. (1991). NEWBORNS PREFERENTIAL TRACKING OF FACE-LIKE STIMULI AND ITS SUBSEQUENT DECLINE. Cognition, 40(1-2), 1–19. http://doi.org/10.1016/0010-0277(91)90045-19","R","","Y",NA,"3","5 mo scrambled","3HTS3-5","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",131.6,"A","R",12,16,28,0.5714285714,"Y","F statistic is given for 3 conditions : here degrees are calculated by chair rotation","sd_mean_diff","face","scrambled",16,NA,NA,NA,38.2,37.13,6.64587763210332,NA,8.76401252686089,NA,NA,NA,NA,NA,NA,1.07
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-4","R","xp 1 ; xp 2 ; xp3 ; xp 4","Y",NA,"1","Inverse","1HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.99,"M","H",19,10,29,0.3448275862,"Y","","sd_mean_diff","face","inverse",10,NA,NA,NA,45.89,51.71,20.01721759,6.33,12.07990066,3.82,NA,NA,NA,NA,-0.3128726147,-5.82
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-5","R","","Y",NA,"1","Mod scrambled","1HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.99,"M","H",19,10,29,0.3448275862,"Y","","sd_mean_diff","face","Mod scrambled",10,NA,NA,NA,45.89,45.99,20.01721759,6.33,15.24217832,4.82,NA,NA,NA,NA,-0.005444216371,-0.1
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-6","R","","Y",NA,"1","Linear","1HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.99,"M","H",19,10,29,0.3448275862,"Y","","sd_mean_diff","face","Linear",10,NA,NA,NA,45.89,42.07,20.01721759,6.33,18.43607876,5.83,NA,NA,NA,NA,0.2113657085,3.82
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-7","R","","Y",NA,"1","Blank","1HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",0.99,"M","H",19,10,29,0.3448275862,"Y","","sd_mean_diff","face","Blank",10,NA,NA,NA,45.89,8.41,20.01721759,6.33,5.723722565,1.81,NA,NA,NA,NA,1.982696934,37.48
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-8","R","","Y",NA,"2","Severe","1HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.8,"M","H",1,23,24,0.9583333333,"Y","","sd_mean_diff","face","Severe",23,NA,NA,NA,64.41,61.39,16.73745202,3.49,18.94353452,3.95,NA,NA,NA,NA,0.1901064893,3.02
