UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
XIntAct - 257,"Kuhlmeier, V., Wynn, K., & Bloom, P. (2003). Attribution of dispositional states by 12-month-olds. Psychological Science, 14(5), 402–408. http://doi.org/10.1111/1467-9280.01454",database_search,no,x,,,,,,,The Social Perception of Helping and Hindering,,"Kuhlmeier, Valerie A.",,,,,,,,,2013,
XIntAct - 258,"Kupferberg, A., Glasauer, S., & Burkart, J. M. (2013). Do robots have goals? How agent cues influence action understanding in non-human primates. Behavioural Brain Research, 246(1), 47–54. http://doi.org/10.1016/j.bbr.2013.01.047",database_search,no,x,,,,,,,Do robots have goals? How agent cues influence action understanding in non-human primates,,"Kupferberg, Aleksandra; Glasauer, Stefan; Burkart, Judith M.",Behavioural Brain Research,,,,10.1016/j.bbr.2013.01.047,,,,2013,
XIntAct - 259,"Kuroshima, H., Kaiser, I., & Fragaszy, D. M. (2014). Does own experience affect perception of others’ actions in capuchin monkeys (Cebus apella)? Animal Cognition, 17(6), 1269–1279. http://doi.org/10.1007/s10071-014-0760-1",database_search,no,x,,,,,,,Does own experience affect perception of others' actions in capuchin monkeys (Cebus apella)?,,"Kuroshima, Hika; Kaiser, Ingrid; Fragaszy, Dorothy M.",Animal Cognition,,,,10.1007/s10071-014-0760-1,,,,2014,
XIntAct - 260,"Kushnir, T., Wellman, H. M., & Gelman, S. A. (2008). The role of preschoolers’ social understanding in evaluating the informativeness of causal interventions. Cognition, 107(3), 1084–1092. http://doi.org/10.1016/j.cognition.2007.10.004",database_search,no,x,,,,,,,The role of preschoolers' social understanding in evaluating the informativeness of causal interventions,,"Kushnir, Tamar; Wellman, Henry M.; Gelman, Susan A.",Cognition,,,,10.1016/j.cognition.2007.10.004,,,,2008,
XIntAct - 261,"Lakusta, L., & Landau, B. (2005). Starting at the end: the importance of goals in spatial language. Cognition, 96(1), 1–33. http://doi.org/10.1016/j.cognition.2004.03.009",database_search,no,x,,,,,,,Starting at the end: the importance of goals in spatial language,,"Lakusta, L.; Landau, B.",Cognition,,,,10.1016/j.cognition.2004.03.009,,,,2005,
XIntAct - 262,"Lee, Y., Yun, J. E., Kim, E. Y., & Song, H.-J. (2015). The Development of Infants’ Sensitivity to Behavioral Intentions when Inferring Others’ Social Preferences. Plos One, 10(9), e0135588. http://doi.org/10.1371/journal.pone.0135588",database_search,no,x,,,,,,,The Development of Infants' Sensitivity to Behavioral Intentions when Inferring Others' Social Preferences,,"Lee, Young-eun; Yun, Jung-eun Ellie; Kim, Eun Young; Song, Hyun-Joo",Plos One,,,,10.1371/journal.pone.0135588,,,,2015,
XIntAct - 263,"Legerstee, M. (2001a). Domain specificity and the epistemic triangle: The development of the concept of animacy in infancy. (F. Lacerda, C. VonHofsten, & M. Heimann, Eds.).",database_search,no,x,,,,,,,Domain specificity and the epistemic triangle: The development of the concept of animacy in infancy,,"Legerstee, M.",,,,,,,,,2001,
XIntAct - 264,"Legerstee, M. (2001b). Six-month-old infants rely on explanatory inference when relating communication to people and manipulatory actions to inanimate objects: Reply to Gergely (2001). Developmental Psychology, 37(5), 583–586. http://doi.org/10.1037//0012-1649.37.5.583",database_search,no,x,,,,,,,Six-month-old infants rely on explanatory inference when relating communication to people and manipulatory actions to inanimate objects: Reply to Gergely (2001),,"Legerstee, M.",Developmental Psychology,,,,10.1037//0012-1649.37.5.583,,,,2001,
XIntAct - 265,"Lehmann, H., Saez-Pons, J., Syrdal, D. S., & Dautenhahn, K. (2015). In Good Company? Perception of Movement Synchrony of a Non-Anthropomorphic Robot. Plos One, 10(5), e0127747. http://doi.org/10.1371/journal.pone.0127747",database_search,no,x,,,,,,,In Good Company? Perception of Movement Synchrony of a Non-Anthropomorphic Robot,,"Lehmann, Hagen; Saez-Pons, Joan; Syrdal, Dag Sverre; Dautenhahn, Kerstin",Plos One,,,,10.1371/journal.pone.0127747,,,,2015,
XIntAct - 266,"Lenay, C., & Stewart, J. (2012). Minimalist approach to perceptual interactions. Frontiers in Human Neuroscience, 6, 98. http://doi.org/10.3389/fnhum.2012.00098",database_search,yes,x,,,,,,,Minimalist approach to perceptual interactions,,"Lenay, Charles; Stewart, John",Frontiers in Human Neuroscience,,,,10.3389/fnhum.2012.00098,,,,2012,
XIntAct - 267,"Leslie, A. M., Knobe, J., & Cohen, A. (2006). Acting intentionally and the side-effect effect - Theory of mind and moral judgment. Psychological Science, 17(5), 421–427. http://doi.org/10.1111/j.1467-9280.2006.01722.x",database_search,no,x,,,,,,,Acting intentionally and the side-effect effect - Theory of mind and moral judgment,,"Leslie, A. M.; Knobe, J.; Cohen, A.",Psychological Science,,,,10.1111/j.1467-9280.2006.01722.x,,,,2006,
XIntAct - 268,"Levillain, F., & Bonatti, L. L. (2011). A Dissociation Between Judged Causality and Imagined Locations in Simple Dynamic Scenes. Psychological Science, 22(5), 674–681. http://doi.org/10.1177/0956797611404086",database_search,no,x,,,,,,,A Dissociation Between Judged Causality and Imagined Locations in Simple Dynamic Scenes,,"Levillain, Florent; Bonatti, Luca L.",Psychological Science,,,,10.1177/0956797611404086,,,,2011,
XIntAct - 269,"Levillain, F., & Zibetti, E. (2012). Segmentation and intuitive perception in the understanding of action. Possible links? Towards an intermediary level of representation. Annee Psychologique, 112(2), 277–308.",database_search,yes,x,,,,,,,Segmentation and intuitive perception in the understanding of action. Possible links? Towards an intermediary level of representation,,"Levillain, Florent; Zibetti, Elisabetta",Annee Psychologique,,,,,,,,2012,
XIntAct - 270,"Levin, D. T., Killingsworth, S. S., Saylor, M. M., Gordon, S. M., & Kawamura, K. (2013). Tests of Concepts About Different Kinds of Minds: Predictions About the Behavior of Computers, Robots, and People. Human-Computer Interaction, 28(2), 161–191. http://doi.org/10.1080/07370024.2012.697007",database_search,no,x,,,,,,,"Tests of Concepts About Different Kinds of Minds: Predictions About the Behavior of Computers, Robots, and People",,"Levin, Daniel T.; Killingsworth, Stephen S.; Saylor, Megan M.; Gordon, Stephen M.; Kawamura, Kazuhiko",Human-Computer Interaction,,,,10.1080/07370024.2012.697007,,,,2013,
XIntAct - 271,"Lillard, A. S., & Witherington, D. C. (2004). Mothers’ behavior modifications during pretense and their possible signal value for toddlers. Developmental Psychology, 40(1), 95–113. http://doi.org/10.1037/0012-1649.40.1.95",database_search,no,x,,,,,,,Mothers' behavior modifications during pretense and their possible signal value for toddlers,,"Lillard, A. S.; Witherington, D. C.",Developmental Psychology,,,,10.1037/0012-1649.40.1.95,,,,2004,
XIntAct - 272,"Liu, D., Gelman, S. A., & Wellman, H. M. (2007). Components of young children’s trait understanding: Behavior-to-trait inferences and trait-to-behavior predictions. Child Development, 78(5), 1543–1558. http://doi.org/10.1111/j.1467-8624.2007.01082.x",database_search,no,x,,,,,,,Components of young children's trait understanding: Behavior-to-trait inferences and trait-to-behavior predictions,,"Liu, David; Gelman, Susan A.; Wellman, Henry M.",Child Development,,,,10.1111/j.1467-8624.2007.01082.x,,,,2007,
XIntAct - 273,"Loucks, J., & Sommerville, J. A. (2012). Developmental changes in the discrimination of dynamic human actions in infancy. Developmental Science, 15(1), 123–130. http://doi.org/10.1111/j.1467-7687.2011.01099.x",database_search,no,x,,,,,,,Developmental changes in the discrimination of dynamic human actions in infancy,,"Loucks, Jeff; Sommerville, Jessica A.",Developmental Science,,,,10.1111/j.1467-7687.2011.01099.x,,,,2012,
XIntAct - 274,"Luo, Y., & Baillargeon, R. (2005). Can a self-propelled box have a goal? Psychological reasoning in 5-month-old infants. Psychological Science, 16(8), 601–608. http://doi.org/10.1111/j.1467-9280.2005.01582.x",database_search,yes,include,yes,,exclude,varies goals and not type of action performed,,,Can a self-propelled box have a goal? Psychological reasoning in 5-month-old infants,http://pss.sagepub.com/content/16/8/601,"Luo, Y.; Baillargeon, R.",Psychological Science,,,,10.1111/j.1467-9280.2005.01582.x,,,,2005,
XIntAct - 275,"Luo, Y., & Baillargeon, R. (2007). Do 12.5-month-old infants consider what objects others can see when interpreting their actions? Cognition, 105(3), 489–512. http://doi.org/10.1016/j.cognition.2006.10.007 ",database_search,yes,x,,,,,,,Do 12.5-month-old infants consider what objects others can see when interpreting their actions?,,"Luo, Yuyan; Baillargeon, Renee",Cognition,,,,10.1016/j.cognition.2006.10.007,,,,2007,
XIntAct - 276,"Luo, Y., & Beck, W. (2010). Do you see what I see? Infants’ reasoning about others’ incomplete perceptions. Developmental Science, 13(1), 134–142. http://doi.org/10.1111/j.1467-7687.2009.00863.x ",database_search,yes,x,,,,,,,Do you see what I see? Infants' reasoning about others' incomplete perceptions,,"Luo, Yuyan; Beck, Whitney",Developmental Science,,,,10.1111/j.1467-7687.2009.00863.x,,,,2010,
XIntAct - 277,"Luo, Y., & Choi, Y. (2012). Infants attribute to agents goals and dispositions. Developmental Science, 15(5), 727–728. http://doi.org/10.1111/j.1467-7687.2012.01163.x ",database_search,yes,x,,,,,,,Infants attribute to agents goals and dispositions,,"Luo, Yuyan; Choi, You-jung",Developmental Science,,,,10.1111/j.1467-7687.2012.01163.x,,,,2012,
XIntAct - 278,"Luo, Y., & Choi, Y. (2013). Infants Attribute Mental States to Nonhuman Agents. (M. D. Rutherford & V. A. Kuhlmeier, Eds.). ",database_search,yes,x,,,,,,,Infants Attribute Mental States to Nonhuman Agents,,"Luo, Yuyan; Choi, You-jung",,,,,,,,,2013,
XIntAct - 279,"Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental Science, 12(1), 142–149. http://doi.org/10.1111/j.1467-7687.2008.00741.x ",database_search,yes,x,,,,,,,Recognizing the role of perception in action at 6 months,,"Luo, Yuyan; Johnson, Susan C.",Developmental Science,,,,10.1111/j.1467-7687.2008.00741.x,,,,2009,
XIntAct - 280,"Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive Psychology, 58(4), 441–486. http://doi.org/10.1016/j.cogpsych.2008.11.001 ",database_search,yes,x,,,,,,,Young infants' reasoning about physical events involving inert and self-propelled objects,,"Luo, Yuyan; Kaufman, Lisa; Baillargeon, Renee",Cognitive Psychology,,,,10.1016/j.cogpsych.2008.11.001,,,,2009,
XIntAct - 281,"Luo, Y. (2010). Do 8-Month-Old Infants Consider Situational Constraints When Interpreting Others’ Gaze as Goal-Directed Action? Infancy, 15(4), 392–419. http://doi.org/10.1111/j.1532-7078.2009.00019.x ",database_search,yes,x,,,,,,,Do 8-Month-Old Infants Consider Situational Constraints When Interpreting Others' Gaze as Goal-Directed Action?,,"Luo, Yuyan",Infancy,,,,10.1111/j.1532-7078.2009.00019.x,,,,2010,
XIntAct - 282,"Luo, Y. (2011b). Three-month-old infants attribute goals to a non-human agent. Developmental Science, 14(2), 453–460. http://doi.org/10.1111/j.1467-7687.2010.00995.x",database_search,yes,include,yes,,exclude,varies goals and not type of action performed,,,Three-month-old infants attribute goals to a non-human agent,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2010.00995.x/epdf,"Luo, Yuyan",Developmental Science,,,,10.1111/j.1467-7687.2010.00995.x,,,,2011,
XIntAct - 283,"Luo, Y. (2011a). Do 10-month-old infants understand others’ false beliefs? Cognition, 121(3), 289–298. http://doi.org/10.1016/j.cognition.2011.07.011 ",database_search,no,x,,,,,,,Do 10-month-old infants understand others' false beliefs?,,"Luo, Yuyan",Cognition,,,,10.1016/j.cognition.2011.07.011,,,,2011,
XIntAct - 284,"Lupp, J. (2012). The Ernst Strungmann Forum. Evolution and the Mechanisms of Decision Making, VII–+.",database_search,no,x,,,,,,,The Ernst Strungmann Forum,,"Lupp, Julia",Evolution and the Mechanisms of Decision Making,,,,,,,,2012,
XIntAct - 285,"Lurz, R. W. (2011). Mindreading Animals The Debate over What Animals Know about Other Minds Preface. Mindreading Animals: The Debate Over What Animals Know About Other Minds, XI–+.",database_search,no,x,,,,,,,Mindreading Animals The Debate over What Animals Know about Other Minds Preface,,"Lurz, Robert W.",Mindreading Animals: The Debate Over What Animals Know About Other Minds,,,,,,,,2011,
XIntAct - 286,"Ma, L., & Xu, F. (2013). Preverbal Infants Infer Intentional Agents From the Perception of Regularity. Developmental Psychology, 49(7), 1330–1337. http://doi.org/10.1037/a0029620 ",database_search,yes,x,,,,,,,Preverbal Infants Infer Intentional Agents From the Perception of Regularity,,"Ma, Lili; Xu, Fei",Developmental Psychology,,,,10.1037/a0029620,,,,2013,
XIntAct - 287,"Mahajan, N., & Woodward, A. L. (2009). Seven-Month-Old Infants Selectively Reproduce the Goals of Animate But Not Inanimate Agents. Infancy, 14(6), 667–679. http://doi.org/10.1080/15250000903265184 ",database_search,no,x,,,,,,,Seven-Month-Old Infants Selectively Reproduce the Goals of Animate But Not Inanimate Agents,,"Mahajan, Neha; Woodward, Amanda L.",Infancy,,,,10.1080/15250000903265184,,,,2009,
XIntAct - 288,"Maibom, H. (2003). The mindreader and the scientist. Mind & Language, 18(3), 296–315. http://doi.org/10.1111/1468-0017.00229 ",database_search,yes,x,,,,,,,The mindreader and the scientist,,"Maibom, H.",Mind & Language,,,,10.1111/1468-0017.00229,,,,2003,
XIntAct - 289,"Maibom, H. L. (2007). Social systems. Philosophical Psychology, 20(5), 557–578. http://doi.org/10.1080/09515080701545981",database_search,no,x,,,,,,,Social systems,,"Maibom, Heidi L.",Philosophical Psychology,,,,10.1080/09515080701545981,,,,2007,
XIntAct - 290,"Mandler, J. M. (2000). Reply to the Commentaries on Perceptual and Conceptual Processes in Infancy. Journal of Cognition and Development, 1(1), 67–79. http://doi.org/10.1207/S15327647JCD0101N_8",database_search,no,x,,,,,,,Reply to the Commentaries on Perceptual and Conceptual Processes in Infancy,,"Mandler, Jean M.",Journal of Cognition and Development,,,,10.1207/S15327647JCD0101N_8,,,,2000,
XIntAct - 291,"Mandler, J. M. (2005). How to build a baby: III. Image schemas and the transition to verbal thought. In B. Hampe (Ed.), From Perception to Meaning: Image Schemas in Cognitive Linguistics (Vol. 29, pp. 137–163).",database_search,no,x,,,,,,,How to build a baby: III. Image schemas and the transition to verbal thought,,"Mandler, Jean M.",From Perception to Meaning: Image Schemas in Cognitive Linguistics,,,,,,,,2005,
XIntAct - 292,"Mandler, J. M. (2008). On the birth and growth of concepts. Philosophical Psychology, 21(2), 207–230. http://doi.org/10.1080/09515080801980179",database_search,no,x,,,,,,,On the birth and growth of concepts,,"Mandler, Jean M.",Philosophical Psychology,,,,10.1080/09515080801980179,,,,2008,
XIntAct - 293,"Marken, R. S. (2002). Looking at behavior through control theory glasses. Review of General Psychology, 6(3), 260–270. http://doi.org/10.1037//1089-2680.6.3.260",database_search,yes,x,,,,,,,Looking at behavior through control theory glasses,,"Marken, R. S.",Review of General Psychology,,,,10.1037//1089-2680.6.3.260,,,,2002,
XIntAct - 294,"Markson, L., & Diesendruck, G. (2005). Causal curiosity and the conventionality of culture. Behavioral and Brain Sciences, 28(5), 709–+.",database_search,yes,x,,,,,,,Causal curiosity and the conventionality of culture,,"Markson, L.; Diesendruck, G.",Behavioral and Brain Sciences,,,,,,,,2005,
XIntAct - 295,"Marshall-Pescini, S., Ceretta, M., & Prato-Previde, E. (2014). Do Domestic Dogs Understand Human Actions as Goal-Directed? Plos One, 9(9), e106530. http://doi.org/10.1371/journal.pone.0106530",database_search,no,x,,,,,,,Do Domestic Dogs Understand Human Actions as Goal-Directed?,,"Marshall-Pescini, Sarah; Ceretta, Maria; Prato-Previde, Emanuela",Plos One,,,,10.1371/journal.pone.0106530,,,,2014,
XIntAct - 296,"Martarelli, C. S., & Mast, F. W. (2013). Is It Real or Is It Fiction? Children’s Bias Toward Reality. Journal of Cognition and Development, 14(1), 141–153. http://doi.org/10.1080/15248372.2011.638685",database_search,no,x,,,,,,,Is It Real or Is It Fiction? Children's Bias Toward Reality,,"Martarelli, Corinna S.; Mast, Fred W.",Journal of Cognition and Development,,,,10.1080/15248372.2011.638685,,,,2013,
XIntAct - 297,"Matan, A., & Carey, S. (2001). Developmental changes within the core of artifact concepts. Cognition, 78(1), 1–26. http://doi.org/10.1016/S0010-0277(00)00094-9",database_search,no,x,,,,,,,Developmental changes within the core of artifact concepts,,"Matan, A.; Carey, S.",Cognition,,,,10.1016/S0010-0277(00)00094-9,,,,2001,
XIntAct - 298,"McAleer, P., Kay, J. W., Pollick, F. E., & Rutherford, M. D. (2011). Intention Perception in High Functioning People with Autism Spectrum Disorders Using Animacy Displays Derived from Human Actions. Journal of Autism and Developmental Disorders, 41(8), 1053–1063. http://doi.org/10.1007/s10803-010-1130-8",database_search,no,x,,,,,,,Intention Perception in High Functioning People with Autism Spectrum Disorders Using Animacy Displays Derived from Human Actions,,"McAleer, Phil; Kay, Jim W.; Pollick, Frank E.; Rutherford, M. D.",Journal of Autism and Developmental Disorders,,,,10.1007/s10803-010-1130-8,,,,2011,
XIntAct - 299,"McAleer, P., & Love, S. A. (2013). Perceiving Intention in Animacy Displays Created from Human Motion. (M. D. Rutherford & V. A. Kuhlmeier, Eds.).",database_search,yes,x,,,,,,,Perceiving Intention in Animacy Displays Created from Human Motion,,"McAleer, Phil; Love, Scott A.",,,,,,,,,2013,
XIntAct - 300,"McAleer, P., & Pollick, F. E. (2008). Understanding intention from minimal displays of human activity. Behavior Research Methods, 40(3), 830–839. http://doi.org/10.3758/BRM.40.3.830",database_search,yes,x,,,,,,,Understanding intention from minimal displays of human activity,,"McAleer, Phil; Pollick, Frank E.",Behavior Research Methods,,,,10.3758/BRM.40.3.830,,,,2008,
XIntAct - 301,"McGeer, V. (2008). THE REGULATIVE DIMENSION OF FOLK PSYCHOLOGY. Folk Psychology Re-Assessed, 137–156.",database_search,no,x,,,,,,,THE REGULATIVE DIMENSION OF FOLK PSYCHOLOGY,,"McGeer, Victoria",Folk Psychology Re-Assessed,,,,,,,,2008,
XIntAct - 302,"Meins, E., Fernyhough, C., Arnott, B., Vittorini, L., Turner, M., Leekam, S. R., & Parkinson, K. (2011). Individual Differences in Infants’ Joint Attention Behaviors With Mother and a New Social Partner. Infancy, 16(6), 587–610. http://doi.org/10.1111/j.1532-7078.2010.00065.x",database_search,no,x,,,,,,,Individual Differences in Infants' Joint Attention Behaviors With Mother and a New Social Partner,,"Meins, Elizabeth; Fernyhough, Charles; Arnott, Bronia; Vittorini, Lucia; Turner, Michelle; Leekam, Susan R.; Parkinson, Kathryn",Infancy,,,,10.1111/j.1532-7078.2010.00065.x,,,,2011,
XIntAct - 303,"Meltzoff, A. N., & Decety, J. (2003). What imitation tells us about social cognition: a rapprochement between developmental psychology and cognitive neuroscience. Philosophical Transactions of the Royal Society B-Biological Sciences, 358(1431), 491–500. http://doi.org/10.1098/rstb.2002.1261 ",database_search,no,x,,,,,,,What imitation tells us about social cognition: a rapprochement between developmental psychology and cognitive neuroscience,,"Meltzoff, A. N.; Decety, J.",Philosophical Transactions of the Royal Society B-Biological Sciences,,,,10.1098/rstb.2002.1261,,,,2003,
XIntAct - 304,"Meltzoff, A. N., Gopnik, A., & Repacholi, B. M. (1999). Toddlers’ understanding of intentions, desires, and emotions: Explorations of the dark ages. (P. D. Zelazo, J. W. Astington, & D. R. Olson, Eds.). ",database_search,yes,x,,,,,,,"Toddlers' understanding of intentions, desires, and emotions: Explorations of the dark ages",,"Meltzoff, A. N.; Gopnik, A.; Repacholi, B. M.",,,,,,,,,1999,
XIntAct - 305,"Meltzoff, A. N. (2007). The “like me” framework for recognizing and becoming an intentional agent. Acta Psychologica, 124(1), 26–43. http://doi.org/10.1016/j.actpsy.2006.09.005",database_search,yes,x,,,,,,,The 'like me' framework for recognizing and becoming an intentional agent,,"Meltzoff, Andrew N.",Acta Psychologica,,,,10.1016/j.actpsy.2006.09.005,,,,2007,
XIntAct - 306,"Meyerhoff, H. S., Huff, M., & Schwan, S. (2013). Linking Perceptual Animacy to Attention: Evidence From the Chasing Detection Paradigm. Journal of Experimental Psychology-Human Perception and Performance, 39(4), 1003–1015. http://doi.org/10.1037/a0030839",database_search,yes,x,,,,,,,Linking Perceptual Animacy to Attention: Evidence From the Chasing Detection Paradigm,,"Meyerhoff, Hauke S.; Huff, Markus; Schwan, Stephan",Journal of Experimental Psychology-Human Perception and Performance,,,,10.1037/a0030839,,,,2013,
XIntAct - 307,"Meyerhoff, H. S., Schwan, S., & Huff, M. (2014). Perceptual Animacy: Visual Search for Chasing Objects Among Distractors. Journal of Experimental Psychology-Human Perception and Performance, 40(2), 702–717. http://doi.org/10.1037/a0034846",database_search,no,x,,,,,,,Perceptual Animacy: Visual Search for Chasing Objects Among Distractors,,"Meyerhoff, Hauke S.; Schwan, Stephan; Huff, Markus",Journal of Experimental Psychology-Human Perception and Performance,,,,10.1037/a0034846,,,,2014,
XIntAct - 308,"Molina, M., Van de Walle, G. A., Condry, K., & Spelke, E. S. (2004). The Animate-Inanimate Distinction in Infancy: Developing Sensitivity to Constraints on Human Actions. Journal of Cognition and Development, 5(4), 399–426. http://doi.org/10.1207/s15327647jcd0504_1",database_search,no,x,,,,,,,The Animate-Inanimate Distinction in Infancy: Developing Sensitivity to Constraints on Human Actions,,"Molina, Michele; Van de Walle, Gretchen A.; Condry, Kirsten; Spelke, Elizabeth S.",Journal of Cognition and Development,,,,10.1207/s15327647jcd0504_1,,,,2004,
XIntAct - 309,"Moll, H., & Tomasello, M. (2007). How 14-and 18-month-olds know what others have experienced. Developmental Psychology, 43(2), 309–317. http://doi.org/10.1037/0012-1649.43.2.309",database_search,no,x,,,,,,,How 14-and 18-month-olds know what others have experienced,,"Moll, Henrike; Tomasello, Michael",Developmental Psychology,,,,10.1037/0012-1649.43.2.309,,,,2007,
XIntAct - 310,"Monroe, A. E., Reeder, G. D., & James, L. (2015). Perceptions of Intentionality for Goal-Related Action: Behavioral Description Matters. Plos One, 10(3), e0119841. http://doi.org/10.1371/journal.pone.0119841",database_search,yes,x,,,,,,,Perceptions of Intentionality for Goal-Related Action: Behavioral Description Matters,,"Monroe, Andrew E.; Reeder, Glenn D.; James, Lauren",Plos One,,,,10.1371/journal.pone.0119841,,,,2015,
XIntAct - 311,"Montgomery, D. E., & Montgomery, D. A. (1999). The influence of movement and outcome on young children’s attributions of intention. British Journal of Developmental Psychology, 17, 245–261. http://doi.org/10.1348/026151099165258 ",database_search,yes,x,,,,,,,The influence of movement and outcome on young children's attributions of intention,,"Montgomery, D. E.; Montgomery, D. A.",British Journal of Developmental Psychology,,,,10.1348/026151099165258,,,,1999,
XIntAct - 312,"Montgomery, D. E. (1997). Wittgenstein’s private language argument and children’s understanding of the mind. Developmental Review, 17(3), 291–320. http://doi.org/10.1006/drev.1997.0436",database_search,no,x,,,,,,,Wittgenstein's private language argument and children's understanding of the mind,,"Montgomery, D. E.",Developmental Review,,,,10.1006/drev.1997.0436,,,,1997,
XIntAct - 313,"Moore, D. G. (2001). Reassessing emotion recognition performance in people with mental retardation: A review. American Journal on Mental Retardation, 106(6), 481–502. http://doi.org/10.1352/0895-8017(2001)106<0481:RERPIP>2.0.CO;2",database_search,no,x,,,,,,,Reassessing emotion recognition performance in people with mental retardation: A review,,"Moore, D. G.",American Journal on Mental Retardation,,,,10.1352/0895-8017(2001)106<0481:RERPIP>2.0.CO;2,,,,2001,
XIntAct - 314,"Moriguchi, Y., Kanakogi, Y., Todo, N., Okumura, Y., Shinohara, I., & Itakura, S. (2016). Goal Attribution toward Non-Human Objects during Infancy Predicts Imaginary Companion Status during Preschool Years. Frontiers in Psychology, 7, 221. http://doi.org/10.3389/fpsyg.2016.00221",database_search,no,x,,,,,,,Goal Attribution toward Non-Human Objects during Infancy Predicts Imaginary Companion Status during Preschool Years,,"Moriguchi, Yusuke; Kanakogi, Yasuhiro; Todo, Naoya; Okumura, Yuko; Shinohara, Ikuko; Itakura, Shoji",Frontiers in Psychology,,,,10.3389/fpsyg.2016.00221,,,,2016,
XIntAct - 315,"Moriguchi, Y., Minato, T., Ishiguro, H., Shinohara, I., & Itakura, S. (2010). Cues that trigger social transmission of disinhibition in young children. Journal of Experimental Child Psychology, 107(2), 181–187. http://doi.org/10.1016/j.jecp.2010.04.018",database_search,no,x,,,,,,,Cues that trigger social transmission of disinhibition in young children,,"Moriguchi, Yusuke; Minato, Takashi; Ishiguro, Hiroshi; Shinohara, Ikuko; Itakura, Shoji",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2010.04.018,,,,2010,
XIntAct - 316,"Moskowitz, S. (2005). Playing dead: An unconscious fantasy, bodily focused defenses, and their roots in infancy. Journal of the American Psychoanalytic Association, 53(3), 891–916. http://doi.org/10.1177/00030651050530031701",database_search,no,x,,,,,,,"Playing dead: An unconscious fantasy, bodily focused defenses, and their roots in infancy",,"Moskowitz, S.",Journal of the American Psychoanalytic Association,,,,10.1177/00030651050530031701,,,,2005,
XIntAct - 317,"Mumme, D. L., & Fernald, A. (2003). The infant as onlooker: Learning from emotional reactions observed in a television scenario. Child Development, 74(1), 221–237. http://doi.org/10.1111/1467-8624.00532",database_search,no,x,,,,,,,The infant as onlooker: Learning from emotional reactions observed in a television scenario,,"Mumme, D. L.; Fernald, A.",Child Development,,,,10.1111/1467-8624.00532,,,,2003,
XIntAct - 318,"Myowa-Yamakoshi, M., Kawakita, Y., Okanda, M., & Takeshita, H. (2011). Visual Experience Influences 12-Month-Old Infants’ Perception of Goal-Directed Actions of Others. Developmental Psychology, 47(4), 1042–1049. http://doi.org/10.1037/a0023765",database_search,yes,x,,,,,,,Visual Experience Influences 12-Month-Old Infants' Perception of Goal-Directed Actions of Others,,"Myowa-Yamakoshi, Masako; Kawakita, Yuka; Okanda, Mako; Takeshita, Hideko",Developmental Psychology,,,,10.1037/a0023765,,,,2011,
XIntAct - 319,"Nahum, J. P., Bruschweiler-Stern, N., Lyons-Ruth, K., Morgan, A. C., Nahum, J. P., Sander, L. W., & Stern, D. N. (2008). Forms of relational meaning: Issues in the relations between the implicit and reflective-verbal domains. Psychoanalytic Dialogues, 18(2), 125–148. http://doi.org/10.1080/10481880801909351",database_search,no,x,,,,,,,Forms of relational meaning: Issues in the relations between the implicit and reflective-verbal domains,,"Nahum, Jeremy P.; Bruschweiler-Stern, Nadia; Lyons-Ruth, Karlen; Morgan, Alexander C.; Nahum, Jeremy P.; Sander, Louis W.; Stern, Daniel N.",Psychoanalytic Dialogues,,,,10.1080/10481880801909351,,,,2008,
XIntAct - 320,"Newman, G. E., Keil, F. C., Kuhlmeier, V. A., & Wynn, K. (2010). Early understandings of the link between agents and order. Proceedings of the National Academy of Sciences of the United States of America, 107(40), 17140–17145. http://doi.org/10.1073/pnas.0914056107",database_search,no,x,,,,,,,Early understandings of the link between agents and order,,"Newman, George E.; Keil, Frank C.; Kuhlmeier, Valerie A.; Wynn, Karen",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.0914056107,,,,2010,
XIntAct - 321,"Nichols, S. (2001). Mindreading and the cognitive architecture underlying altruistic motivation. Mind & Language, 16(4), 425–455. http://doi.org/10.1111/1468-0017.00178",database_search,yes,x,,,,,,,Mindreading and the cognitive architecture underlying altruistic motivation,,"Nichols, S.",Mind & Language,,,,10.1111/1468-0017.00178,,,,2001,
XIntAct - 322,"Nielsen, M. (2009). 12-Month-Olds Produce Others’ Intended but Unfulfilled Acts. Infancy, 14(3), 377–389. http://doi.org/10.1080/15250000902840003",database_search,no,x,,,,,,,12-Month-Olds Produce Others' Intended but Unfulfilled Acts,,"Nielsen, Mark",Infancy,,,,10.1080/15250000902840003,,,,2009,
